no;phpws;mhdi;incpc;region;pop
3389;0.9971;0.761;953.23;0;110074
3390;0.891;0.673;459.28;0;13005
3391;0.9903;0.715;657.45;0;15501
3392;0.8613;0.678;475.69;0;5792
3393;0.932;0.729;785.71;0;36686
3394;0.9968;0.798;1107.19;0;586625
3395;0.9855;0.747;813.95;0;7435
3396;0.9957;0.762;820.03;0;241311
3397;0.9886;0.765;654.61;0;262480
3398;0.9532;0.699;500.45;0;3383
3399;0.9928;0.735;731.31;0;11363
3400;0.985;0.704;625.39;0;14686
3401;0.9979;0.769;812.19;0;244528
3402;0.9767;0.723;559.1;0;5714
3403;0.9764;0.709;587.51;0;10828
3404;0.9874;0.71;626.12;0;5894
3405;0.987;0.76;761.47;0;5447
3406;0.9667;0.731;747.11;0;22406
3407;0.9907;0.748;775.79;0;24055
3408;0.8944;0.681;449.75;0;8012
3409;0.9381;0.751;637.12;0;12737
3410;0.9517;0.759;811.38;0;2726
3411;0.9971;0.748;739.25;0;53988
3412;0.9866;0.701;624.86;0;22291
3413;0.9789;0.679;373.06;0;5151
3414;0.9881;0.726;505.51;0;6607
3415;0.999;0.753;787.79;0;12885
3416;0.9866;0.752;771.05;0;107326
3417;0.9889;0.8;1011.95;0;278686
3418;0.9033;0.668;510.13;0;4809
3419;0.9182;0.741;619.79;0;21386
3420;0.9904;0.749;759.32;0;8505
3421;0.9874;0.778;927.25;0;36835
3422;0.9647;0.71;580.24;0;2646
3423;0.9389;0.714;548.39;0;2254
3424;0.9881;0.744;770.15;0;9330
3425;0.9677;0.722;505.36;0;1544
3426;0.9845;0.785;959.88;0;40984
3427;0.9834;0.753;663.71;0;5427
3428;0.9465;0.728;630.49;0;5930
3429;0.9951;0.771;926.96;0;63476
3430;0.966;0.769;914.36;0;14269
3431;0.9929;0.751;676.92;0;1930
3432;0.9901;0.736;725.06;0;1978
3433;0.9963;0.7;522.27;0;5289
3434;0.7535;0.751;803.5;0;78801
3435;0.9535;0.727;580.57;0;4427
3436;0.9968;0.721;655.13;0;9471
3437;0.9705;0.749;610.77;0;1599
3438;0.9954;0.746;739.08;0;8836
3439;0.9817;0.712;544.1;0;1251
3440;0.9877;0.745;805.66;0;12714
3441;0.998;0.735;654.97;0;11036
3442;0.9916;0.819;1570.91;0;106793
3443;0.9937;0.725;701.02;0;22576
3444;0.947;0.699;587.59;0;8801
3445;0.993;0.737;711.6;0;39266
3446;0.9954;0.77;876.61;0;42997
3447;0.9953;0.759;706.02;0;107089
3448;0.9655;0.754;713.66;0;10769
3449;0.9944;0.817;1493.32;0;63611
3450;0.9976;0.739;692.01;0;17297
3451;0.9923;0.744;732.14;0;6886
3452;0.9964;0.725;572.68;0;1737
3453;0.9905;0.767;703.99;0;108809
3454;0.9984;0.79;977.39;0;84692
3455;0.9625;0.729;605.79;0;2335
3456;0.9927;0.729;677.3;0;12114
3457;0.9814;0.74;686.89;0;10044
